code,year,diag_age,rate,lower95,upper95,Race,Sex
di,1993,05-09,,,,All races,F
di,1993,10-14,,,,All races,F
di,1993,15-19,,,,All races,F
di,1993,20-24,,,,All races,F
di,1993,25-29,2.657,1.736,3.894,All races,F
di,1993,30-34,3.696,2.652,5.014,All races,F
di,1993,35-39,10.446,8.609,12.559,All races,F
di,1993,40-44,18.05,15.474,20.931,All races,F
di,1993,45-49,37.094,32.981,41.577,All races,F
di,1993,50-54,64.051,57.92,70.655,All races,F
di,1993,55-59,107.982,99.137,117.405,All races,F
di,1993,60-64,181.193,169.437,193.549,All races,F
di,1993,65-69,253.392,239.421,267.964,All races,F
di,1993,70-74,355.174,337.615,373.41,All races,F
di,1993,75-79,472.292,449.633,495.797,All races,F
di,1993,80-84,568.803,539.164,599.648,All races,F
di,1993,85+,673.684,640.183,708.482,All races,F
di,1994,All ages,77.155,75.637,78.695,All races,F
di,1994,00-04,,,,All races,F
di,1994,00,,,,All races,F
di,1994,01-04,,,,All races,F
di,1994,05-09,,,,All races,F
di,1994,10-14,,,,All races,F
di,1994,15-19,,,,All races,F
di,1994,20-24,,,,All races,F
di,1994,25-29,2.698,1.762,3.953,All races,F
di,1994,30-34,4.781,3.581,6.253,All races,F
di,1994,35-39,8.198,6.592,10.077,All races,F
di,1994,40-44,20.752,18.014,23.787,All races,F
di,1994,45-49,33.095,29.305,37.238,All races,F
di,1994,50-54,64.161,58.157,70.616,All races,F
di,1994,55-59,110.496,101.656,119.9,All races,F
di,1994,60-64,182.01,170.121,194.51,All races,F
di,1994,65-69,243.304,229.561,257.656,All races,F
di,1994,70-74,351.686,334.316,369.724,All races,F
di,1994,75-79,451.838,429.892,474.613,All races,F
di,1994,80-84,583.316,553.705,614.099,All races,F
di,1994,85+,665.165,632.396,699.191,All races,F
di,1995,All ages,77.01,75.503,78.54,All races,F
di,1995,00-04,,,,All races,F
di,1995,00,,,,All races,F
di,1995,01-04,,,,All races,F
di,1995,05-09,,,,All races,F
di,1995,10-14,,,,All races,F
di,1995,15-19,,,,All races,F
di,1995,20-24,,,,All races,F
di,1995,25-29,3.12,2.105,4.453,All races,F
di,1995,30-34,4.732,3.534,6.206,All races,F
di,1995,35-39,8.997,7.32,10.943,All races,F
di,1995,40-44,19.186,16.587,22.076,All races,F
di,1995,45-49,33.705,29.968,37.779,All races,F
di,1995,50-54,63.602,57.745,69.892,All races,F
di,1995,55-59,112.676,103.818,122.088,All races,F
di,1995,60-64,170.009,158.501,182.131,All races,F
di,1995,65-69,261.624,247.291,276.57,All races,F
di,1995,70-74,371.773,353.996,390.212,All races,F
di,1995,75-79,429.523,408.322,451.538,All races,F
di,1995,80-84,560.897,532.278,590.655,All races,F
di,1995,85+,638.137,606.569,670.923,All races,F
di,1996,All ages,77.785,76.279,79.313,All races,F
di,1996,00-04,,,,All races,F
di,1996,00,,,,All races,F
di,1996,01-04,,,,All races,F
di,1996,05-09,,,,All races,F
di,1996,10-14,,,,All races,F
di,1996,15-19,,,,All races,F
di,1996,20-24,,,,All races,F
