code,year,diag_age,rate,lower95,upper95,Race,Sex
di,1989,35-39,19.703,12.348,29.831,Black,F
di,1989,40-44,31.679,21.05,45.785,Black,F
di,1989,45-49,51.574,35.501,72.429,Black,F
di,1989,50-54,99.104,73.557,130.656,Black,F
di,1989,55-59,192.943,154.54,237.995,Black,F
di,1989,60-64,278.862,231.205,333.451,Black,F
di,1989,65-69,315.158,261.927,376.029,Black,F
di,1989,70-74,417.856,347.279,498.561,Black,F
di,1989,75-79,542.82,450.418,648.601,Black,F
di,1989,80-84,531.458,412.698,673.749,Black,F
di,1989,85+,660.527,515.877,833.164,Black,F
di,1990,All ages,68.806,64.475,73.351,Black,F
di,1990,00-04,,,,Black,F
di,1990,00,,,,Black,F
di,1990,01-04,,,,Black,F
di,1990,05-09,,,,Black,F
di,1990,10-14,,,,Black,F
di,1990,15-19,,,,Black,F
di,1990,20-24,,,,Black,F
di,1990,25-29,,,,Black,F
di,1990,30-34,,,,Black,F
di,1990,35-39,17.248,10.536,26.638,Black,F
di,1990,40-44,26.243,16.983,38.74,Black,F
di,1990,45-49,50.028,34.437,70.258,Black,F
di,1990,50-54,114.354,87.052,147.509,Black,F
di,1990,55-59,163.887,128.687,205.745,Black,F
di,1990,60-64,261.956,215.889,314.943,Black,F
di,1990,65-69,395.875,336.373,462.87,Black,F
di,1990,70-74,534.138,454.818,623.315,Black,F
di,1990,75-79,483.176,397.481,581.868,Black,F
di,1990,80-84,726.483,589.129,886.248,Black,F
di,1990,85+,652.193,511.215,820.035,Black,F
di,1991,All ages,67.829,63.582,72.286,Black,F
di,1991,00-04,,,,Black,F
di,1991,00,,,,Black,F
di,1991,01-04,,,,Black,F
di,1991,05-09,,,,Black,F
di,1991,10-14,,,,Black,F
di,1991,15-19,,,,Black,F
di,1991,20-24,,,,Black,F
di,1991,25-29,,,,Black,F
di,1991,30-34,,,,Black,F
di,1991,35-39,17.485,10.823,26.727,Black,F
di,1991,40-44,32.329,22.254,45.402,Black,F
di,1991,45-49,49.694,34.414,69.442,Black,F
di,1991,50-54,122.004,94.16,155.504,Black,F
di,1991,55-59,197.36,158.701,242.589,Black,F
di,1991,60-64,208.991,168.054,256.886,Black,F
di,1991,65-69,372.252,314.696,437.288,Black,F
di,1991,70-74,414.132,345.501,492.405,Black,F
di,1991,75-79,594.169,499.502,701.559,Black,F
di,1991,80-84,694.643,563.309,847.406,Black,F
di,1991,85+,733.991,587.897,905.376,Black,F
di,1992,All ages,67.592,63.401,71.988,Black,F
di,1992,00-04,,,,Black,F
di,1992,00,,,,Black,F
di,1992,01-04,,,,Black,F
di,1992,05-09,,,,Black,F
di,1992,10-14,,,,Black,F
di,1992,15-19,,,,Black,F
