site,period,diag_age,rate,lower95,upper95,race,gender
0,1993,01-04,23.478,15.472,34.159,Black,M
0,1993,05-09,,,,Black,M
0,1993,10-14,,,,Black,M
0,1993,15-19,,,,Black,M
0,1993,20-24,21.254,13.618,31.624,Black,M
0,1993,25-29,55.386,42.745,70.594,Black,M
0,1993,30-34,74.12,59.602,91.107,Black,M
0,1993,35-39,121.324,101.859,143.425,Black,M
0,1993,40-44,211.787,183.314,243.431,Black,M
0,1993,45-49,395.044,349.406,444.987,Black,M
0,1993,50-54,854.048,775.754,938.103,Black,M
0,1993,55-59,1495.948,1376.26,1623.259,Black,M
0,1993,60-64,2355.14,2196.585,2522.116,Black,M
0,1993,65-69,3692.625,3478.657,3916.31,Black,M
0,1993,70-74,4453.66,4180.247,4740.26,Black,M
0,1993,75-79,4286.4,3956.895,4636.023,Black,M
0,1993,80-84,4869.632,4392.878,5384.015,Black,M
0,1993,85+,4117.647,3587.978,4703.486,Black,M
0,1994,All ages,434.559,423.549,445.782,Black,M
0,1994,00-04,15.438,9.675,23.373,Black,M
0,1994,00,,,,Black,M
0,1994,01-04,14.676,8.55,23.498,Black,M
0,1994,05-09,,,,Black,M
0,1994,10-14,,,,Black,M
0,1994,15-19,14.295,8.171,23.215,Black,M
0,1994,20-24,29.223,20.116,41.04,Black,M
0,1994,25-29,42.891,31.834,56.546,Black,M
0,1994,30-34,90.578,74.581,108.988,Black,M
